Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-10-05,J. Edgar,2011,https://boxd.it/7tgY3X,2.5,,"this is very boring ngl, also why was he fruity?",,2024-08-20
2024-10-05,The Shawshank Redemption,1994,https://boxd.it/7tgZ51,5,Yes,kenshi was here.,,2024-08-20
2024-10-05,Aavesham,2024,https://boxd.it/7tuDo9,3.5,,"eda mone?
such good comedy, much wow.",,2024-09-01
2024-10-05,8 Mile,2002,https://boxd.it/7tuEuR,3,,"he said mom spaghetti, pfft ahhaahahahaha",,2024-09-02
2024-10-05,Uncharted,2022,https://boxd.it/7tuGj7,3,,"considering the bad rep hollywood has with adapting game franchises, this was a pretty good one.",,2024-09-05
2024-10-05,Blade Runner 2049,2017,https://boxd.it/7tuIdZ,4,,neon lights and depression.,,2024-09-05
2024-10-05,American Psycho,2000,https://boxd.it/7tuKBJ,3.5,,"this movie is VERY on the nose about the narcissism and the hating everyone thing, why do people misunderstand?",,2024-09-08
2024-10-05,Logan,2017,https://boxd.it/7tuN9N,4.5,,"one of, if not THE BEST. SUPERHERO. MOVIE. EVER. MADE.",,2024-07-25
2024-10-05,Deadpool & Wolverine,2024,https://boxd.it/7tuOPb,4.5,,they're gonna make him do this till he is NINETY!,,2024-07-26
2024-10-05,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/7tuQTp,4,,"after getting my faith restored in the mcu i decided to watch this, and man. it. is. sad. 
I LOVE YOU ROCKET",,2024-07-30
2024-10-05,Napoleon,2023,https://boxd.it/7tuTUb,2,,"ridley scott really looked at the length of this movie and said ""there is nothing we can do""
why is it so awful EVEN WITH JOAQUIN PHOENIX, which is a cheatcode.",,2024-08-08
2024-10-05,Sector 36,2024,https://boxd.it/7tuXF5,3.5,,"so dark, so gruesome, vikrant massey just NAILS it, what a movie man, loved it.",,2024-09-22
2024-10-06,Vivah,2006,https://boxd.it/7tH0UV,2,,WHY IS EVERYTHING ABOUT GETTING MARRIED THE ACTRESS GOT BURNED FOR FUCKS SAKE,,2024-09-09
2024-10-07,Swades,2004,https://boxd.it/7uIFk1,4.5,Yes,"i just love this, i can never hate this, this is so good, this is so amazing.
EVERYTHING about this movie SCREAMS nostalgia for me,",,2024-10-07
2024-10-12,Manchester by the Sea,2016,https://boxd.it/7wAHcb,4,,"didn't cry as much as I thought I would, but IT WAS SAD.",,2024-10-06
2024-10-15,Moneyball,2011,https://boxd.it/7yhRPR,4,,"engaging and fun, i love sports movies like these, just gets you in for the love of the game (even if i didn't know shit about baseball)",,2024-10-13
2024-10-15,Stree 2,2024,https://boxd.it/7yhTgJ,3,,"ENDGAME LEVEL UNIVERSE SAVING CROSSOVERS AND CAMEOS FRFR
also ""tu aayi nahi"" has some VERY questionable lyrics",,2024-10-13
2024-10-15,Good Will Hunting,1997,https://boxd.it/7yhUgv,4.5,,watching robin williams and his movies is almost better than getting therapy,,2024-10-13
2024-10-15,Zindagi Na Milegi Dobara,2011,https://boxd.it/7yhXjR,4,Yes,"""<i>Diamond biscuit! Diamond biscuit! Jab bhi mood ho kha lo!
Diamond biscuit! Diamond biscuit! Healthy swad ko pa lo!
Mummy papa jab bhi laate saare bachche khush ho jate!
Diamond biscuit! Diamond biscuit! Healthy swad ko pa loooooo
Diamond Biscuit - ab naye coconut flavour mein bhi</i>""
<b>genius</b>.
absolute <b>genius</b>.",,2024-10-14
2024-10-15,CTRL,2024,https://boxd.it/7yhYPT,3.5,,"this movie made me honestly remember all my irrational fears i had with AI and made them rational
if that even makes sense.","netflix, bollywood, hindi, AI, thriller",2024-10-14
2024-10-15,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/7yJhZx,4,,"i just assumed it would be <b>VERY</b> sad, but infact it was very fun and heartwarming I enjoyed it so much for real.",,2024-10-15
2024-10-16,Saving Private Ryan,1998,https://boxd.it/7yOu6l,4.5,,"it is one of the finest war movies ever made, shot so well, describes each and every aspect of war perfectly.
it is not nice to you, not nice at all, war is not nice to ANYONE, this movie gives the perfect blend of hope and brotherhood with the looming danger of the enemies for the soldiers travelling behind enemy lines.","primevideo, savingprivateryan, war, oscar, classic",2024-10-15
2024-10-16,Lost in Translation,2003,https://boxd.it/7zdFV5,3,,"i liked this movie, i loved how it portrays loneliness as something which can happen to anyone and anywhere.
i love how the characters and their stories intertwine, it's almost perfect and so lovely.
has a tinge of sadness to it, masked by all the humor and comedy, yet i disliked certain parts where there was a ""racist"" portrayal of japan.
tokyo or japan in general, with all it's ""cogs in a machine"" like work culture, is to be completely honest the perfect place to describe the life of a people who feel lonely/out of touch with the world.","prime, scarletjohanneson, comedy, sad, melancholic",2024-10-15
2024-10-16,Scott Pilgrim vs. the World,2010,https://boxd.it/7zdIFT,3.5,,"this movie is PEAK comedy, i fucking love this it is SO cool.
did scott really kill all those people though?","comedy, fun, laugh",2024-10-16
2024-10-17,About Time,2013,https://boxd.it/7zkXkv,3.5,,this is honestly so cute and amazing i loved it.,,2024-10-16
2024-10-17,Maharaja,2024,https://boxd.it/7zCSIX,4,,"this movie is one of those select few revenge stories that grips you, shatters you and breaks you multiple times to convey the reason.
vijay sethupati, with his long illustrious career has picked the perfect script and acted along perfectly to the story.
the story, seemingly normal at first, takes a dark and twisted turn as the film progresses, and the writing is utterly wonderful.","netflix, tamil, maharaja, thriller, mystery, crime",2024-10-17
2024-10-17,The Devil Wears Prada,2006,https://boxd.it/7zEwbh,3.5,,millions of women would kill to watch this movie,,2024-10-17
2024-10-18,Dune,2021,https://boxd.it/7zP8Nt,4,,"this is basically what the ""ancient aliens"" episode of god being an alien species was all about.","netflix, dune, timotheechalamet, zendaya, lisanalgaib, arrakis, action, adventure, scifi",2024-10-17
2024-10-18,Dune: Part Two,2024,https://boxd.it/7zPfuD,4.5,,"i actually liked this more than the first part, this is where jesus simulator got real. 
all i have is appreciation for everyone in this movie, it is just so good for real.","netflix, zendaya, timotheechalamet, dune, scifi, action, adventure",2024-10-18
2024-10-18,October,2018,https://boxd.it/7A4Feh,3.5,,"this movie is just hurts you, it's sad, and not in the ""fault in our stars"" lover is dying kind of way, rather it's about how a man's search for closure leads him to make sacrifices that he never thought he could.
and watching danish in this movie is painful, watching him worry and lose himself over a person who he felt he treated harshly, and regretted it is gut wrenching.
this movie is a melancholy.","primevideo, hindi, bollywood, varundhawan, melancholic",2024-10-18
2024-10-19,Anatomy of a Fall,2023,https://boxd.it/7Ac8RL,4,,"i mean, the movie is very sad and about death and all but, atleast it was ACTUALLY a sort-of anatomy of a 'fall', atleast they didn't lie in that department!
ALSO I LOVE SNOOP, BEST ACTOR. PERIOD.","primevideo, cannes, french, english, oscar, suspense, mystery",2024-10-18
2024-10-19,Aligarh,2016,https://boxd.it/7AfJaF,3.5,,"""tumhare generation ko har jagah bas label lagaane hain""
most of this film is just hard hitting quotables.","hindi, bollywood",2024-10-18
2024-10-20,Gravity,2013,https://boxd.it/7AEgSD,3.5,,"this movie is <b>MADE </b>for theatres only, i am sad I didn't get to experience it in one.
but oh man, it's so good.",,2024-10-19
2024-10-20,Little Miss Sunshine,2006,https://boxd.it/7AKLKd,4.5,,"the dance off in the end is one of the few times i have had so much fun while watching a movie. THIS IS AMAZING I LOVE IT.
p.s. love that dwayne's first words after months of silence were ""FUCK"", honestly same.","heartwarming, fun, lovely, comedy, drama, satire",2024-10-19
2024-10-20,Ford v Ferrari,2019,https://boxd.it/7AL4HH,5,,"i wanted to race cars after this, rather, i wanted to make cars after this.
this movie is just legendary.",,2023-10-01
2024-10-20,Immaculate,2024,https://boxd.it/7Ba4Xb,2,,"""i want to be a nun after watching immaculate!""
-said no one ever",,2024-10-20
2024-10-21,Nightcrawler,2014,https://boxd.it/7BlvE3,4,,"""video production news"" has to be one of the most generic and bland sounding names for a company ever.","crime, mystery, dark, night",2024-10-20
2024-10-22,Drive,2011,https://boxd.it/7BWy1H,4.5,,"i never thought that the man who invented driving, can also brutally beat people up and is ryan gosling! 
absolutely mind blowing!","primevideo, ryangosling, drive, thriller, classic, car, fast, vroom",2024-10-21
2024-10-23,Vadh,2022,https://boxd.it/7Cs8Gt,3,,"i love this movie and how it presents the words ""Kill"" and ""Vadh"" in a completely different sense.
i loved the performances and the movie itself was so fun.",,2024-10-22
2024-10-23,Nocturnal Animals,2016,https://boxd.it/7CsaLP,3,,"the entire movie was really unsettling, from the beginning to the end.",,2024-10-22
2024-10-23,The Intern,2015,https://boxd.it/7CuEgL,4,,this movie is exactly what i needed today HECK this movie is exactly what i need ANY day.,"netflix, robertdeniro, comedy, sliceoflife",2024-10-23
2024-10-23,The Imitation Game,2014,https://boxd.it/7CKhKl,4.5,,enforced my hatred for the british government even more,,2024-10-23
2024-10-24,Drive My Car,2021,https://boxd.it/7CW7nb,4.5,,"this whole movie is sad but also comforting, leaves you feeling more emotions than you thought you would.","mubi, melancholic, masterpiece",2024-10-24
2024-10-24,While We Watched,2022,https://boxd.it/7DbuvH,3.5,,"gives us quite an insight of what happened in the 2018-19 period, also on what was to come in the future.",,2024-10-24
2024-10-24,Legally Blonde,2001,https://boxd.it/7DdwPj,3.5,,so like delta nu is the blonde girls support group/cult?,,2024-10-24
2024-10-25,Transformers One,2024,https://boxd.it/7DiU4h,4.5,,i was fanboying during the ENTIRE duration of the movie. I LOVE IT.,"transformers, autobots, decepticons, action, adventure",2024-10-24
2024-10-25,Doraemon: Nobita and the New Steel Troops: Winged Angels,2011,https://boxd.it/7DEs2L,4.5,Yes,"this is <b>PEAK </b>fiction, I'm in <i>awe</i> of this and the amount of <i>impact</i> it had had on my childhood is insane.","anime, doraemon, action, adventure",2024-10-25
2024-10-26,Everything Everywhere All at Once,2022,https://boxd.it/7DHleB,4.5,,"two stones on a cliff! i wonder what they're thinking!
p.s. this was so lovely","action, adventure, scifi, drama, oscars",2024-10-25
2024-10-26,Bol Bachchan,2012,https://boxd.it/7DJy3v,2.5,,necessity is the keyhole to the mother of success.,,2024-10-25
2024-10-26,The Truman Show,1998,https://boxd.it/7DKORN,4.5,,christof walked so wanda could run.,,2023-12-15
2024-10-26,Rang De Basanti,2006,https://boxd.it/7DNjWD,4,,"an absolute cult classic, iconic and the WAY they switched from very lighthearted to DARK and TWISTED was amazing.
this film began as something and ended as something completely different.",,2024-10-25
2024-10-26,Shubh Mangal Zyada Saavdhan,2020,https://boxd.it/7DU5bx,4,,"homosexual ddlj, just with an established relationship.","primevideo, romance, drama, comedy",2024-10-26
2024-10-26,Kill Bill: Vol. 1,2003,https://boxd.it/7EcfxJ,4.5,,"you know the movie would bang HARD if a car named ""pussy wagon"" is introduced like 30 minutes in","action, comedy, adventure, drama, bloody",2024-10-26
2024-10-26,Kill Bill: Vol. 2,2004,https://boxd.it/7EcgQn,4.5,,so you mean bro got buried alive and DRILLED her way out because of kung-fu? FUCK YEAH.,"action, adventure, drama, bloody, comedy",2024-10-26
2024-10-27,Ta Ra Rum Pum,2007,https://boxd.it/7EpMLF,2.5,,"the movie starts off like ""vroom arrogant racing yeah"", in the middle it turns into ""sad melodramatic montage of rich spoilt people going poor"" then it came back to ""vroom non-arrogant racing yeah"", with a pinch of kalesh and a LOT of lying.","prime, racing, saifalikhan, drama",2024-10-27
2024-10-27,Rush Hour,1998,https://boxd.it/7EL3c5,3.5,,"this is what you call comedy, this is awesome.","christucker, jackiechan, action, comedy",2024-10-27
2024-10-28,Johnny English Reborn,2011,https://boxd.it/7ENuy7,3,,oh crikey,,2024-10-27
2024-10-28,Zombieland,2009,https://boxd.it/7ESwXt,3.5,,rule number 69: make the funniest zombie movie ever,"netflix, comedy, action, zombies, michaelcera",2024-10-27
2024-10-28,Zombieland: Double Tap,2019,https://boxd.it/7ESywT,3.5,,"rule number 420: bill fucking murray fighting zombies like a badass, gotta one of the most legendary end credits ever.",,2024-10-27
2024-10-28,Ace Ventura: Pet Detective,1994,https://boxd.it/7EUylF,2.5,,what did i just watch,,2024-10-27
2024-10-28,The Nightmare Before Christmas,1993,https://boxd.it/7EWD1p,4.5,,"no idea what all is happening for the most part but i ABSOLUTELY loved it, just so fun.","disney, musical, animated, halloween",2024-10-27
2024-10-29,Zoolander,2001,https://boxd.it/7FxTWF,3,,"watching david bowie randomly pop out is amazing and why is mobius there, like losing loki hurt him this bad?","netflix, comedy, slapstick, satire",2024-10-28
2024-10-30,Not Another Teen Movie,2001,https://boxd.it/7G1V8x,3,,"honestly, chris evans' best movie. NOBODY can top this.","comedy, satire, parody",2024-10-29
2024-10-31,Bottoms,2023,https://boxd.it/7GrMD9,4,,"i REALLY don't think american football works that way, i don't think they kill people.","primevideo, comedy, satire",2024-10-30
2024-10-31,Gifted,2017,https://boxd.it/7GukOp,4.5,,"i think this is amazing, not ""just"" amazing, this is a masterpiece.
i swear to god evelyn you will rot in hell for trying to get fred put away.","netflix, chrisevans, drama, sad",2024-10-30
2024-11-01,Anyone But You,2023,https://boxd.it/7GYPWJ,2.5,,"fight club: wedding edition, with words instead of punches.","netflix, drama, comedy, romance",2024-10-31
2024-11-01,The Hangover,2009,https://boxd.it/7H1ual,3.5,,znmd but if it happened in vegas and with a lot of ashleel things,,2024-10-31
2024-11-03,Transformers: Rise of the Beasts,2023,https://boxd.it/7I3eeT,2.5,,"sometimes you wish you could just switch off your brain and have fun, this is it.","netflix, transformers, action, adventure",2024-11-02
2024-11-04,Monkey Man,2024,https://boxd.it/7IKxgZ,4,,"some part i didn't quite like but overall, this movie was very fun, the action, the fights and everything was an absolute spectacle to watch.
dev patel has put up something which is quite awesome, and yeah i hope he does this again and brings this vibe back again.

P.S. never expected ""ooh la la"" to be the music for a fight scene lol","primevideo, action, revenge, adventure, bloody, dark",2024-11-03
2024-11-09,Go Goa Gone,2013,https://boxd.it/7L4U0j,3,,baba ji ki booti la la la la la la la,"comedy, zombie",2024-11-09
2024-11-09,Dev.D,2009,https://boxd.it/7Lloub,3.5,,dev having clown make up at a point is so bomb for real,,2024-11-09
2024-11-15,Look Back,2024,https://boxd.it/7O7PM1,4.5,,"I am in awe of the beauty this movie has, every single scene can be hung up in an art exhibition. This movie and the parrelisms it draws with the real world, the way it covers loss and grief is absolutely mind blowing.",,2024-11-14
2024-11-15,An Action Hero,2022,https://boxd.it/7O9LCv,3.5,,"this movie goes cray cray, and i do not even have a clue what's happening half the times BUT IT IS FUN. IT DOES NOT MAKE SENSE AND IT IS FUN.","netflix, comedy, dark, bollywood",2024-11-14
2024-11-23,Blackmail,2018,https://boxd.it/7S3uUr,3,,"got a little boring at times, but nonetheless, the gun selling scene was the best, that interaction is gold, the delivery everything was fine af",,2024-11-22
2024-11-23,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/7Sss3b,4,,borat pioneered shitting on trump way back in 2006!,"comedy, satire, borat, dark comedy",2024-11-23
2024-11-23,Borat Subsequent Moviefilm,2020,https://boxd.it/7SsE2f,3.5,,"the first movie, just with added cry cry and an extensive amount of rednecks","prime video, comedy, dark, satire, slapstick",2024-11-23
2024-11-25,Lucy,2014,https://boxd.it/7Tb1I7,2.5,,"speedrunning to become an usb flashdrive, any %","netflix, action",2024-11-24
2024-11-27,Kaalakaandi,2018,https://boxd.it/7UhSkX,2.5,,why this so weird dawg + wtf was even happening half the time,"hotstar, dark, comedy, mumbai",2024-11-26
2024-11-30,OMG: Oh My God!,2012,https://boxd.it/7VIlv7,3.5,,"this movie just works, and work it does oh so well. i just wish if akshay kumar just gave up his billion movies per year thing, he could churn out more good works like this.",,2024-11-29
2024-12-08,Vicky Vidya Ka Woh Wala Video,2024,https://boxd.it/7ZEE7r,2,,"this is VERY bollywood masala movie coded, one star for comic relief, one star for trying something.","netflix, comedy, bollywood, funny, hindi",2024-12-07
2024-12-22,Mere Brother Ki Dulhan,2011,https://boxd.it/879cbb,2.5,,"listened to ""isq risk"" once and i was like ""I HAVE TO WATCH IT AGAIN"".","comedy, romcom",2024-12-21
2024-12-23,The Namesake,2006,https://boxd.it/88kGvr,3.5,,"this movie shows how life in the states can be as difficult as it is (now more than ever) as an immigrant, how the fates align and how everything happens for a reason, It is just beautiful
rip irrfan, you were too good.",,2024-12-23
2024-12-24,Porco Rosso,1992,https://boxd.it/88Y099,4,,"""I'd rather be a pig than a fascist""
I saw this quote somewhere and decided i was going to watch this movie because honestly same.
the movie is so subtle in everything, Miyazaki gives us all the information hidden just in plain sight, ranging from the lives of pilots in WW1 to Porco regaining his faith in humanity and turning back into human.
this is awesome.","netflix, studioghibli",2024-12-24
2024-12-24,Yo Yo Honey Singh: Famous,2024,https://boxd.it/892RbZ,1.5,,"honestly, aside from the visuals and the cinematography which were alright, raj shamani's podcast or any other podcast with him yielded more things than this documentary, so yeah",,2024-12-24
2024-12-25,Bullet Train,2022,https://boxd.it/8996i9,3.5,,"never knew a thomas the tank engine spinoff could have been this dark, i mean thomas could have told us the inspiration was pulp fiction.","netflix, bradpitt, bullettrain, action, adventure, funny, comedy",2024-12-24
2024-12-26,The Exorcist,1973,https://boxd.it/89NUdj,3.5,,"pretty slow not going to lie (not by 1970s standards)
but it is VERY disturbing.",,2024-12-25
2024-12-26,Midsommar,2019,https://boxd.it/89Tezz,4,,"saw the A24 logo and immediately realized that this movie was gonna fuck me up like crazy
....i was right, and i do not know what i just watched, probably going to need some time to rethink my life decisions from now on.
modern horror masterpiece, as everyone calls it and it truly stays upto the mark, it can scare you just with the silence, it can scare you with the background music and i think i will not be able to sleep tonight
","a24, horror, psychological",2024-12-25
2024-12-26,Red One,2024,https://boxd.it/8a2UHX,1.5,,"this is so bad that it's literally brainrot, and i love it 
i ate it up so bad that I am shameful of my entire being now.",,2024-12-26
2024-12-27,"tick, tick... BOOM!",2021,https://boxd.it/8byJXt,4,,"i love this, and the way it made me feel things omg
this was quite awesome and VERY different 
AND WHY DOES EVERY SINGLE TALENTED PERSON DIE A SUDDEN DEATH UGH WTF","netflix, musical",2024-12-27
2024-12-30,The Green Mile,1999,https://boxd.it/8emXmz,5,,i have never cried more for a mouse being separated from its owner (stuart little might be an exception),"netflix, classic",2024-12-30
2024-12-31,Asteroid City,2023,https://boxd.it/8eH0qJ,3,,might just be i started watching it after 1 am or just the fact that it is just weird or I might even have just watched a dream of mine played out as a movie on netflix.,,2024-12-31
2025-01-06,Tetris,2023,https://boxd.it/8kEg4d,4,,"i have no idea why but this was such a fun watch, never thought getting a game license could send half the KGB against some ordinary guy
ALSO, my first movie of 2025, loved it.","appletv, thriller, game, suspense, historical, documentary",2025-01-05
2025-01-06,"Happy New Year, Charlie Brown",1986,https://boxd.it/8l6t4V,3,,they did my boy wrong man,,2025-01-06
2025-01-10,Citizen Kane,1941,https://boxd.it/8oqKHx,4,,"this is just so beautiful, one of the greatest of all time.",,2025-01-09
2025-01-10,Peanuts in Space: Secrets of Apollo 10,2019,https://boxd.it/8or8RL,3,,Jeff Goldblum tin foil hat era,appletv,2025-01-09
2025-01-10,Jolly LLB,2013,https://boxd.it/8p68uT,4,,"judge sahab is my g for real, my goat",,2025-01-10
2025-01-11,30 Minutes or Less,2011,https://boxd.it/8ql9nt,2.5,,"just giving it 2.5 for the vibes, IT GOT DEM VIBES MAN","netflix, comedy",2025-01-11
2025-01-24,Anora,2024,https://boxd.it/8AjCtL,4,,"nice colors pretty movie idk, but ani couldn't get the american dream afterall. 
cyka blyat",,2025-01-23
2025-01-24,Bata Boy and Crocs Girl,2025,https://boxd.it/8AERlJ,2.5,,cute movie,,2025-01-23
2025-01-29,Nosferatu,2024,https://boxd.it/8EjRk1,4,,did he- did he just fucking DEVOUR a pigeon's head off its body????,"horror, nice movie i think?",2025-01-28
2025-02-14,Zodiac,2007,https://boxd.it/8P0Pgx,4,,why was he so freaky like dat man,,2025-02-13
2025-02-18,A Real Pain,2024,https://boxd.it/8SsuA5,4,,"great movie to watch when you're having a bad day, says quite a lot of things",,2025-02-18
2025-02-19,Darkest Hour,2017,https://boxd.it/8SA2Ad,3.5,,bro was a shitty guy but gave hard asf speeches ngl,,2025-02-18
2025-04-14,Mrs.,2023,https://boxd.it/9oH2uh,3.5,,"A social commentary that does infact portray what most women go through in India. Harsh, just like how the reality is. Whether you deny it or not, India does make its women suffer a lot making them give up on their dreams.
Brilliant display of how the ""food"" served is loved by us all but we would rather not look at the ""mess"" it makes behind the scenes.
also lavde ka art hai shikanji banana, gand mai daal le apni shikanji taklu saaley",,2025-04-13
2025-04-14,Godzilla Minus One,2023,https://boxd.it/9oJZHX,4.5,,"I never would have thought that watching a flame-breathing-lizard-that-eats-battleships-for-breakfast movie would have such emotional intricacies regarding the fallout and effect of war, how it affects the humans involved and how it is dealt with by the ones who are suffering.","gojira, action, netflix, godzilla",2025-04-13
2025-04-14,The Big Short,2015,https://boxd.it/9phvT3,3.5,,"learning finance from margot robbie, and then about synthetic CDOs from selena gomez truly has to be the highlight of my day",,2025-04-14
2025-04-18,The Hangover Part II,2011,https://boxd.it/9qZc0b,3,,nah dawg wtf is mike tyson doing in this movie,,2025-04-17
2025-04-25,It's Such a Beautiful Day,2012,https://boxd.it/9vAYTt,5,,"if you have an hour that you can spend on something, please find yourself spending it on this.
all the morbid questions of life and death, everything from mental health to love has been dealt with by bill the stick figure man.
honestly speaking this is unapologetically experimental, fun and artsy (quite literally, its animated haha). 
makes you feel a lot of things, and it cannot be explained forever yet it can be related with.

""he lives on till the names lose meaning....
 he lives on even if everyone's gone.....""",,2025-04-24
2025-04-27,Conclave,2024,https://boxd.it/9wMv4z,3.5,,"a massive tea spilling game, basically as kaleshi as biggboss but with high figures of the church",,2025-04-26
2025-04-27,John Wick,2014,https://boxd.it/9x9ALJ,4,,"honestly, this movie still goes unequivocally hard in the big 25","action, johnwick",2025-04-27
2025-04-29,John Wick: Chapter 2,2017,https://boxd.it/9xW2Gj,3.5,,"valid breaking of continental code of conduct ngl, valid crashout",,2025-04-28
2025-04-29,John Wick: Chapter 3 – Parabellum,2019,https://boxd.it/9xY8ST,4,,"this movie does plead fealty a lot, as a matter of fact, i am gonna plead fealty to this movie because of how much fealty it has already fealt","action, johnwick, thriller",2025-04-28
2025-04-29,John Wick: Chapter 4,2023,https://boxd.it/9y2XjN,4,,"i mean, they cast a french antagonist, ofcourse he would be the most intolerable piece of shit ever, france is so cringe, john might as well have just destroyed half the country while he was at it massacring all those small time assassins.
also, these people just want the money it seems, they do not understand they are going to be hit by john ""killed a man with a pencil"" wick when they just turn up unprepared thinking they could take him.",,2025-04-28
2025-05-01,The Matrix,1999,https://boxd.it/9yU9tB,4.5,,neo my favorite disney princess ,,2025-04-30
2025-05-02,The Matrix Reloaded,2003,https://boxd.it/9zrqSp,3.5,,i think agent smith would have loved naruto,,2025-05-01
2025-05-02,The Matrix Revolutions,2003,https://boxd.it/9ztwu3,3.5,,"didn't understand shit, but then i did, despite of all odds this movie again solidifies my hatred for french baguette mofos",,2025-05-01
2025-05-02,The Matrix Resurrections,2021,https://boxd.it/9zxdsF,3,,"okay so, in this mid ahh movie, neil patrick harris is a weird psychopath with no character depth, it is full of wannabe cool references to the old movies and very shitty fanservice?",,2025-05-01
2025-05-03,Transformers,2007,https://boxd.it/9AAc0l,3,Yes,"With the All Spark gone, we cannot return life to our planet. And fate has yielded its reward, a new world to call home. We live among its people now, hiding in plain sight, but watching over them in secret, waiting, protecting. I have witnessed their capacity for courage, and though we are worlds apart, like us, there's more to them than meets the eye. I am Optimus Prime, and I send this message to any surviving Autobots taking refuge among the stars. We are here, we are waiting.


HARD, STILL GOES HARD",,2025-05-03
2025-05-04,Transformers: Revenge of the Fallen,2009,https://boxd.it/9AGlah,2,Yes,the only thing this movie has is optimus' aura and big explosions,,2025-05-03
2025-05-04,Transformers: Dark of the Moon,2011,https://boxd.it/9AJsfJ,3,Yes,"i mean atleast the fights were a treat to watch, can give that for sure
ALSO WHY TF WAS SAM SHOUTING ALL THE TIME",,2025-05-03
2025-05-04,Transformers: Age of Extinction,2014,https://boxd.it/9ALXHD,2,Yes,"bad dialogue, delivery like they do not want to be there, just explosions and incoherence with the older plot points, helps make this movie a great one!",,2025-05-03
2025-05-04,Transformers: The Last Knight,2017,https://boxd.it/9AOxcF,1.5,Yes,"mark wahlberg with family (dom toretto reference) watching the entire world fall apart, then fighting evil space lady trying to destroy the world, winning without making much sense ft. badass peter cullen as optimus prime the leader of the autobots, the last surviving prime and british innit","transformers, action",2025-05-03
2025-05-05,The Bourne Identity,2002,https://boxd.it/9C2zj1,4,,still have the hate for oui oui baguette monseiur ahh french people (except for a few) ,,2025-05-05
2025-05-06,The Bourne Supremacy,2004,https://boxd.it/9CcCLd,3.5,,"jason bourne the perfect captain america, plus 
""remember, no russians."" ahh movie",,2025-05-05
2025-05-08,The Bourne Ultimatum,2007,https://boxd.it/9Dc8yn,4,,gimme more of dat juicy cia office politics and kalesh,,2025-05-07
2025-05-08,The Bourne Legacy,2012,https://boxd.it/9Dgv1p,2.5,,"omg hawkeye meets moon knight, collab of the century in the first 30 mins",,2025-05-07
2025-05-08,Jason Bourne,2016,https://boxd.it/9DiERX,2.5,,ts was boring af dawg like all that for WHAT? nothing???,,2025-05-07
2025-05-08,Thunderbolts*,2025,https://boxd.it/9DiKRf,3.5,,"okay so you're telling me a marvel movie DOESN'T have pointless cameos or action scenes, actually feels very ""human"" despite being a superhero movie, handles emotional scenes perfectly and breaks the tension with ACTUAL good jokes? PLUS HAS BOB?????
if i hadn't seen thunderbolts, and you would have told me this, i would have punched you right in the face but after watching it, i will perhaps not let my void consume me.
i mean i WOULD let the void consume me if florence pugh would have to hold me and bring me back, but yes, you get what i mean.","marvel, action, superhero, thunderbolts, thenewavengers, mcu",2025-05-07
2025-05-08,Adolescence,2025,https://boxd.it/9Dyk7x,4.5,,"this bitch pmo dawg, put him in andrew tate jail or sumn bitchass mofo",,2025-04-05
2025-05-08,Mission: Impossible,1996,https://boxd.it/9DBPwJ,4,,"sometimes movies just need to be dumb and fun, this is just that, absolutely fun",,2025-05-08
2025-05-09,Mission: Impossible II,2000,https://boxd.it/9DFzQV,3,,"too cool, like MOTORCYCLE FIGHT WHAAAAAAAAAT",,2025-05-08
2025-05-09,Mission: Impossible III,2006,https://boxd.it/9DJIPZ,3.5,,MORPHEUS WHAT ARE YOU DOING WITH THE IMF,,2025-05-08
2025-05-09,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/9DNLGz,4,,"this shit is absolutely fire dawg no cap, like AINTNOWAY in an action flick the jokes actually HIT???",,2025-05-08
2025-05-09,Mission: Impossible – Rogue Nation,2015,https://boxd.it/9E3z9l,4,,"benji gotta be one of my favorite characters in this entire franchise, absolutely goated
and i love how ethan hunt has the entire CIA in his back pocket INSANE",,2025-05-09
2025-05-09,Mission: Impossible – Fallout,2018,https://boxd.it/9E5bev,4.5,,"this is probably the best action movie i have ever watched probably with a few other contenders i suppose, the cinematography, the lighting and everything were on par with all the action, stunts and all the fun, classic mission impossible with all its greatness, probably the best movie in the series",,2025-05-09
2025-05-10,Mission: Impossible – Dead Reckoning,2023,https://boxd.it/9Ecesp,3.5,,its sorcery how i still scream out aloud at the mask reveal scenes + this one totally felt a little downgraded from fallout,,2025-05-09
2025-05-10,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://boxd.it/9EBK3r,5,,"""Deterrence is the art of producing in the mind of the enemy, the fear to attack""

Stanley Kubrick does place himself as one of the most legendary directors and this film shows why.
the humor is oh so good, the witty commentary on nuclear armageddon combined with a dark humor is the perfect blend for a time when tensions were so high, even an insect could trigger annihilation.
at a time where my own country faces the brink of war, this movie is a pretty good watch and a stunningly accurate point of views which are yet to be invalidated.",,2025-05-10
2025-05-11,The Substance,2024,https://boxd.it/9ETb2f,4.5,,body dysmorphia and BLOODBAAAAAAAAAAAAAAAAAATH (with some metal music),"mubi, horror, bodyhorror, thesusbstance",2025-05-10
